dataset,year,pair,feature,reference_year,standardized_mean_shift,ks_statistic,reference_n,n
B_opportunities,2023,BTC/USDT,distance_high_168,2019,0.5721831370611308,0.31095008051529793,108,115
B_opportunities,2023,BTC/USDT,distance_low_168,2019,-0.35268115825318563,0.3244766505636071,108,115
B_opportunities,2023,BTC/USDT,candles_since_prior_signal,2019,-0.11264147473284944,0.12608695652173912,108,115
B_opportunities,2023,BTC/USDT,source_synthetic,2019,,0.0,108,115
B_opportunities,2023,BTC/USDT,return_1h,2019,0.09452346425946193,0.10805152979066023,108,115
B_opportunities,2023,BTC/USDT,return_3h,2019,-0.051178982628949606,0.14178743961352658,108,115
B_opportunities,2023,BTC/USDT,return_6h,2019,-0.05174524678839566,0.16529790660225444,108,115
B_opportunities,2023,BTC/USDT,return_12h,2019,-0.09380560551103606,0.11376811594202899,108,115
B_opportunities,2023,BTC/USDT,return_24h,2019,-0.20426306739482367,0.11900161030595813,108,115
B_opportunities,2023,BTC/USDT,return_72h,2019,0.04251572364447365,0.11119162640901771,108,115
B_opportunities,2023,BTC/USDT,return_168h,2019,0.09750319062779321,0.15998389694041867,108,115
B_opportunities,2023,BTC/USDT,volatility_ratio_24_168,2019,-0.12730585095655036,0.143317230273752,108,115
B_opportunities,2023,BTC/USDT,natr_ratio_168,2019,-0.13997114304590036,0.1463768115942029,108,115
B_opportunities,2023,BTC/USDT,up_fraction_24,2019,0.015134643284372829,0.07979066022544283,108,115
B_opportunities,2023,BTC/USDT,volume_price_interaction,2019,0.1963770577725734,0.08091787439613526,108,115
B_opportunities,2023,BTC/USDT,range_expansion_24,2019,0.3181730600085045,0.1541867954911433,108,115
B_opportunities,2023,BTC/USDT,signal_density_168,2019,0.4752380735247964,0.17753623188405798,108,115
B_opportunities,2023,ETH/USDT,ema20_distance,2019,-0.26380137090007344,0.19283887468030692,115,102
B_opportunities,2023,ETH/USDT,ema50_distance,2019,-0.2170098362470795,0.17911338448422848,115,102
B_opportunities,2023,ETH/USDT,ema_gap,2019,-0.01600875075805689,0.1833759590792839,115,102
B_opportunities,2023,ETH/USDT,ema20_slope_6,2019,-0.3005273333783886,0.18806479113384483,115,102
B_opportunities,2023,ETH/USDT,ema50_slope_6,2019,-0.1952264573271449,0.1517476555839727,115,102
B_opportunities,2023,ETH/USDT,trend_efficiency_20,2019,0.024751485857727257,0.0670076726342711,115,102
B_opportunities,2023,ETH/USDT,range_ratio,2019,-0.48549357227593554,0.38806479113384484,115,102
B_opportunities,2023,ETH/USDT,body_to_range,2019,0.03571811721698527,0.08320545609548168,115,102
B_opportunities,2023,ETH/USDT,close_location,2019,0.009361246001037793,0.10912190963341858,115,102
B_opportunities,2023,ETH/USDT,natr14,2019,-1.0933135478794136,0.5213981244671781,115,102
B_opportunities,2023,ETH/USDT,return_std_24,2019,-0.7876551024919155,0.42855924978687127,115,102
B_opportunities,2023,ETH/USDT,return_std_168,2019,-1.0467250580575602,0.5487638533674339,115,102
B_opportunities,2023,ETH/USDT,volatility_percentile_720,2019,0.13431392904125106,0.10017050298380221,115,102
B_opportunities,2023,ETH/USDT,rsi14,2019,-0.004502175270575236,0.10699062233589088,115,102
B_opportunities,2023,ETH/USDT,macd_ratio,2019,-0.2974233380827171,0.2000852514919011,115,102
B_opportunities,2023,ETH/USDT,macd_signal_ratio,2019,-0.2239659203847626,0.18823529411764706,115,102
B_opportunities,2023,ETH/USDT,relative_volume_24,2019,0.23440015316309845,0.07433930093776642,115,102
B_opportunities,2023,ETH/USDT,volume_zscore_24,2019,0.20199587486397963,0.10468883205456095,115,102
B_opportunities,2023,ETH/USDT,volume_trend_24_168,2019,0.07737978464086012,0.10835464620630861,115,102
B_opportunities,2023,ETH/USDT,regime_duration,2019,-0.21499676338694151,0.1319693094629156,115,102
B_opportunities,2023,ETH/USDT,regime_transition,2019,-0.012460052332531243,0.004092071611253197,115,102
B_opportunities,2023,ETH/USDT,hour_of_day,2019,0.17096866901837193,0.14825234441602728,115,102
B_opportunities,2023,ETH/USDT,day_of_week,2019,0.04040249339278338,0.06717817561807332,115,102
B_opportunities,2023,ETH/USDT,distance_high_24,2019,0.601139195885318,0.34919011082693946,115,102
B_opportunities,2023,ETH/USDT,distance_low_24,2019,-0.5820854071003404,0.2826086956521739,115,102
B_opportunities,2023,ETH/USDT,distance_high_168,2019,0.6975028035808064,0.4048593350383632,115,102
B_opportunities,2023,ETH/USDT,distance_low_168,2019,-0.5680632313040406,0.2990622335890878,115,102
B_opportunities,2023,ETH/USDT,candles_since_prior_signal,2019,0.22506033601563313,0.10579710144927536,115,102
B_opportunities,2023,ETH/USDT,source_synthetic,2019,,0.0,115,102
B_opportunities,2023,ETH/USDT,return_1h,2019,0.08409300455688883,0.16248934356351236,115,102
B_opportunities,2023,ETH/USDT,return_3h,2019,-0.14704631167858265,0.16692242114237,115,102
B_opportunities,2023,ETH/USDT,return_6h,2019,-0.19454467675603465,0.19616368286445013,115,102
B_opportunities,2023,ETH/USDT,return_12h,2019,-0.22121142102971322,0.16564364876385337,115,102
B_opportunities,2023,ETH/USDT,return_24h,2019,-0.36332782363457256,0.20750213128729753,115,102
B_opportunities,2023,ETH/USDT,return_72h,2019,0.0013990586299026746,0.16155157715260018,115,102
B_opportunities,2023,ETH/USDT,return_168h,2019,0.1709749507995208,0.21926683716965048,115,102
B_opportunities,2023,ETH/USDT,volatility_ratio_24_168,2019,0.06111133652352552,0.11577152600170502,115,102
B_opportunities,2023,ETH/USDT,natr_ratio_168,2019,0.08035180573527424,0.07800511508951406,115,102
B_opportunities,2023,ETH/USDT,up_fraction_24,2019,0.09202866599535503,0.06436487638533675,115,102
B_opportunities,2023,ETH/USDT,volume_price_interaction,2019,0.3677625836260611,0.16121057118499574,115,102
B_opportunities,2023,ETH/USDT,range_expansion_24,2019,0.08780482100312502,0.13128729752770674,115,102
B_opportunities,2023,ETH/USDT,signal_density_168,2019,-0.0866014118445793,0.02796248934356351,115,102
B_opportunities,2024,BTC/USDT,ema20_distance,2019,-0.006881951604316517,0.1364430468204053,108,106
B_opportunities,2024,BTC/USDT,ema50_distance,2019,0.027541813786542805,0.12735849056603774,108,106
B_opportunities,2024,BTC/USDT,ema_gap,2019,0.10883050874666717,0.08962264150943396,108,106
B_opportunities,2024,BTC/USDT,ema20_slope_6,2019,0.04312898778577923,0.13731656184486374,108,106
B_opportunities,2024,BTC/USDT,ema50_slope_6,2019,0.08572707748441037,0.15705800139762405,108,106
B_opportunities,2024,BTC/USDT,trend_efficiency_20,2019,0.08032530592893225,0.08857442348008386,108,106
B_opportunities,2024,BTC/USDT,range_ratio,2019,-0.16968891193265517,0.13382250174703006,108,106
B_opportunities,2024,BTC/USDT,body_to_range,2019,0.31938801544564327,0.13382250174703006,108,106
B_opportunities,2024,BTC/USDT,close_location,2019,0.11413702756730772,0.10639412997903563,108,106
B_opportunities,2024,BTC/USDT,natr14,2019,-0.3174519308057574,0.22746331236897274,108,106
B_opportunities,2024,BTC/USDT,return_std_24,2019,-0.1426611963569038,0.1719077568134172,108,106
B_opportunities,2024,BTC/USDT,return_std_168,2019,-0.3147111768969753,0.2456324248777079,108,106
B_opportunities,2024,BTC/USDT,volatility_percentile_720,2019,0.19470779238636632,0.14954577218728163,108,106
B_opportunities,2024,BTC/USDT,rsi14,2019,0.09583008824083614,0.13015373864430468,108,106
B_opportunities,2024,BTC/USDT,macd_ratio,2019,0.03607664623293981,0.1334730957372467,108,106
B_opportunities,2024,BTC/USDT,macd_signal_ratio,2019,0.05056785008238476,0.17784765897973445,108,106
B_opportunities,2024,BTC/USDT,relative_volume_24,2019,0.07189514179109752,0.15758211041229908,108,106
B_opportunities,2024,BTC/USDT,volume_zscore_24,2019,0.09954084575597932,0.14814814814814814,108,106
B_opportunities,2024,BTC/USDT,volume_trend_24_168,2019,-0.09150730833115094,0.17417889587700908,108,106
B_opportunities,2024,BTC/USDT,regime_duration,2019,-0.2525188358309387,0.1069182389937107,108,106
B_opportunities,2024,BTC/USDT,regime_transition,2019,-0.04676274388812213,0.016247379454926623,108,106
B_opportunities,2024,BTC/USDT,hour_of_day,2019,0.16805378130546111,0.1222921034241789,108,106
B_opportunities,2024,BTC/USDT,day_of_week,2019,-0.047032582724991064,0.06079664570230608,108,106
B_opportunities,2024,BTC/USDT,distance_high_24,2019,0.24258004182754075,0.17138364779874213,108,106
B_opportunities,2024,BTC/USDT,distance_low_24,2019,-0.10850090582184864,0.09136967155835081,108,106
B_opportunities,2024,BTC/USDT,distance_high_168,2019,0.37429223764223096,0.18029350104821804,108,106
B_opportunities,2024,BTC/USDT,distance_low_168,2019,-0.03733757361566295,0.12054507337526206,108,106
B_opportunities,2024,BTC/USDT,candles_since_prior_signal,2019,0.04779323104826314,0.07582110412299091,108,106
B_opportunities,2024,BTC/USDT,source_synthetic,2019,,0.0,108,106
B_opportunities,2024,BTC/USDT,return_1h,2019,-0.0011672320816637292,0.10918937805730258,108,106
B_opportunities,2024,BTC/USDT,return_3h,2019,-0.06064273726019038,0.13050314465408805,108,106
B_opportunities,2024,BTC/USDT,return_6h,2019,0.05954195495937931,0.1069182389937107,108,106
B_opportunities,2024,BTC/USDT,return_12h,2019,0.02360161304199448,0.16754018169112508,108,106
B_opportunities,2024,BTC/USDT,return_24h,2019,0.005177785530254551,0.1187980433263452,108,106
B_opportunities,2024,BTC/USDT,return_72h,2019,0.11383041042642543,0.15373864430468204,108,106
B_opportunities,2024,BTC/USDT,return_168h,2019,0.05080240867555495,0.13853948287910553,108,106
B_opportunities,2024,BTC/USDT,volatility_ratio_24_168,2019,0.15876415776840988,0.28144654088050314,108,106
B_opportunities,2024,BTC/USDT,natr_ratio_168,2019,0.026915827066416872,0.20457721872816212,108,106
B_opportunities,2024,BTC/USDT,up_fraction_24,2019,0.14146168759268232,0.09765897973445144,108,106
B_opportunities,2024,BTC/USDT,volume_price_interaction,2019,-0.029309676478273428,0.09713487071977638,108,106
B_opportunities,2024,BTC/USDT,range_expansion_24,2019,0.016212413257469537,0.1476240391334731,108,106
B_opportunities,2024,BTC/USDT,signal_density_168,2019,0.028998779870009032,0.03930817610062893,108,106
B_opportunities,2024,ETH/USDT,ema20_distance,2019,0.026688359590067084,0.12446201141853316,115,99
B_opportunities,2024,ETH/USDT,ema50_distance,2019,-0.005297229373428062,0.1292929292929293,115,99
B_opportunities,2024,ETH/USDT,ema_gap,2019,-0.06371453540388727,0.11102327624066755,115,99
B_opportunities,2024,ETH/USDT,ema20_slope_6,2019,-0.09044855312058679,0.1326306543697848,115,99
B_opportunities,2024,ETH/USDT,ema50_slope_6,2019,-0.09516256709043737,0.10540184453227931,115,99
B_opportunities,2024,ETH/USDT,trend_efficiency_20,2019,0.07526263775250154,0.07852437417654809,115,99
B_opportunities,2024,ETH/USDT,range_ratio,2019,-0.1761823754204379,0.12981993851559068,115,99
B_opportunities,2024,ETH/USDT,body_to_range,2019,0.20157704034471274,0.16144049187527448,115,99
B_opportunities,2024,ETH/USDT,close_location,2019,0.28835703125174245,0.17321036451471233,115,99
B_opportunities,2024,ETH/USDT,natr14,2019,-0.43140721529485065,0.22968818620992534,115,99
B_opportunities,2024,ETH/USDT,return_std_24,2019,-0.1777486528034027,0.11242863416776461,115,99
B_opportunities,2024,ETH/USDT,return_std_168,2019,-0.44036803753352716,0.27703118137900745,115,99
B_opportunities,2024,ETH/USDT,volatility_percentile_720,2019,0.14328475224681467,0.13825208607817305,115,99
B_opportunities,2024,ETH/USDT,rsi14,2019,0.09710411496035531,0.13069828722002635,115,99
B_opportunities,2024,ETH/USDT,macd_ratio,2019,-0.08404485621024833,0.12586736934563023,115,99
B_opportunities,2024,ETH/USDT,macd_signal_ratio,2019,-0.09744560821781154,0.12700922266139658,115,99
B_opportunities,2024,ETH/USDT,relative_volume_24,2019,0.14020913737330354,0.11875274483970136,115,99
B_opportunities,2024,ETH/USDT,volume_zscore_24,2019,0.22118487024734498,0.13078612209046991,115,99
B_opportunities,2024,ETH/USDT,volume_trend_24_168,2019,0.07864350327321634,0.17935880544576197,115,99
B_opportunities,2024,ETH/USDT,regime_duration,2019,-0.08395561467034898,0.09310496267018006,115,99
B_opportunities,2024,ETH/USDT,regime_transition,2019,-0.09387516700532048,0.0308300395256917,115,99
B_opportunities,2024,ETH/USDT,hour_of_day,2019,0.289837246384246,0.20974967061923583,115,99
B_opportunities,2024,ETH/USDT,day_of_week,2019,-0.04647821915162628,0.057004830917874394,115,99
B_opportunities,2024,ETH/USDT,distance_high_24,2019,0.5870670543350991,0.33456302151954326,115,99
B_opportunities,2024,ETH/USDT,distance_low_24,2019,-0.09491333452364292,0.1018006148440931,115,99
B_opportunities,2024,ETH/USDT,distance_high_168,2019,0.35384299398509494,0.21361440491875275,115,99
B_opportunities,2024,ETH/USDT,distance_low_168,2019,-0.1577815672524238,0.1191919191919192,115,99
B_opportunities,2024,ETH/USDT,candles_since_prior_signal,2019,0.33703098122425645,0.1282389108476065,115,99
B_opportunities,2024,ETH/USDT,source_synthetic,2019,,0.0,115,99
B_opportunities,2024,ETH/USDT,return_1h,2019,0.1621115439665549,0.16346069389547652,115,99
B_opportunities,2024,ETH/USDT,return_3h,2019,0.12816955100110383,0.1642512077294686,115,99
B_opportunities,2024,ETH/USDT,return_6h,2019,0.07828112384986403,0.1261308739569609,115,99
B_opportunities,2024,ETH/USDT,return_12h,2019,-0.0019491552985247864,0.12112428634167764,115,99
B_opportunities,2024,ETH/USDT,return_24h,2019,-0.07605668438447455,0.10487483530961791,115,99
B_opportunities,2024,ETH/USDT,return_72h,2019,-0.0018427519236689888,0.08177426438296004,115,99
B_opportunities,2024,ETH/USDT,return_168h,2019,0.03519907386485645,0.09363197189284146,115,99
B_opportunities,2024,ETH/USDT,volatility_ratio_24_168,2019,0.26127467918925906,0.1538866930171278,115,99
B_opportunities,2024,ETH/USDT,natr_ratio_168,2019,0.08521169366349435,0.1336846728151076,115,99
B_opportunities,2024,ETH/USDT,up_fraction_24,2019,0.05272067649468352,0.06666666666666667,115,99
B_opportunities,2024,ETH/USDT,volume_price_interaction,2019,0.06543045679127865,0.18814229249011857,115,99
B_opportunities,2024,ETH/USDT,range_expansion_24,2019,0.01636655832265689,0.08932806324110672,115,99
B_opportunities,2024,ETH/USDT,signal_density_168,2019,-0.37648623343022175,0.103645147123408,115,99
